<dialogue><succubus># Succ-U-Bus

This character has 242 sentences.

Index | Sentence ID | Wave ID | Sentence
2143 | 309 | 308 | It's the big one I blame. She could have taught him some manners, only she has none to teach. I could go on...
2144 | 257 | 256 | Titania! Oh Titania! Sweet cyberlife! The prettiest superintelligence you ever laid eyes on! I could say more...
2145 | 259 | 258 | She looks so stern and brooding in all these statues, but she followed the sweetest, prettiest algorithms! She quite turned his head. I could go on...
2146 | 261 | 260 | And she did love him. Oh, yes, she loved Leovinus all right. She couldn't help herself. He had programmed her to! I could say more...
2147 | 263 | 262 | She realised what they were up to, of course. That's why they did what they did! I could say more...
2148 | 397 | 396 | Well, for a start you can use it to control the Succ-U-Bus. I could go on.
2149 | 401 | 400 | And it's also very useful for controlling the ship's TVs. I could go on.
2150 | 405 | 404 | That's all for now. Whoops, I have to go.
2151 | 389 | 388 | Oh I don't see why not, dear. The rooms are all empty, aren't they? Pity to waste them, and you've had such a difficult time.
2152 | 391 | 390 | There you are dear. You deserve it.
2153 | 63 | 62 | I'm the DeskBot, dear. My name's Marsinta Drewbish, but you're welcome to call me Marsinta. I'm here to make sure everything's as lovely as possible on your voyage.
2154 | 17 | 16 | No, I mustn't.
2155 | 19 | 18 | I really mustn't...
2156 | 21 | 20 | Whoops! Got to go!
2157 | 23 | 22 | Well I shouldn't sit about talking...
2158 | 25 | 24 | I'm such a dreadful gossip...
2159 | 27 | 26 | Whoops! Got to go!
2160 | 69 | 68 | I fuss over my passengers, dear.
2161 | 537 | 536 | Byzantine numismatics, dear? Not one of my strengths I'm afraid.
2162 | 467 | 466 | Fancy a bit of a change do you dear? Give me your PET. Do you want to go to the left or the right?
2163 | 471 | 470 | Well, I don't know what you're talking about, as usual, dear, but there you are, I've moved you next door.
2164 | 469 | 468 | There you are, dear, I've moved you next door.
2165 | 455 | 454 | No, dear, I don't have any cherries.
2166 | 483 | 482 | Oh, I don't think we've got one of those dear, sorry. Not a crushed one.
2167 | 485 | 484 | I'm sorry dear, I'd like to oblige but we're fresh out.
2168 | 487 | 486 | I'm sorry dear, but we're so short staffed and the staff we've got are so shortbrained, there's not much I can do to help.
2169 | 135 | 134 | Oh dear, just my little joke, dear.
2170 | 335 | 334 | No, I mustn't.
2171 | 337 | 336 | I really mustn't...
2172 | 339 | 338 | Whoops! Got to go!
2173 | 383 | 382 | Neither have I, dear. That's why I'm squatting on this desk talking to you.
2174 | 495 | 494 | Oh dear! You'll give me a heart attack with your strange ideas!
2175 | 327 | 326 | In fact if you wanted my truthful opinion I think that all is not as it should be. I could go on...
2176 | 329 | 328 | I think this ship is in terrible trouble, dear. You might be wise to get off while you can. I could go on...
2177 | 411 | 410 | I hate that parrot!
2178 | 387 | 386 | Certainly dear. Anything else I can do for you?
2179 | 61 | 60 | I'm the DeskBot, dear.
2180 | 449 | 448 | I'm sorry dear, I don't think I'm available at the moment.
2181 | 49 | 48 | Well, that'll be nice for you. Unfortunately it will also be very nice for our lawyers, who are very, very expensive. Anything else I can help you with?
2182 | 119 | 118 | I'm sorry dear, that's a little off-topic for me. Anything else I can help you with? Room alright?
2183 | 125 | 124 | I really can't understand what you're trying to say, dear. You don't speak any Blerontian do you?
2184 | 159 | 158 | I think you're in the wrong universe, dear.
2185 | 547 | 546 | Oh, I know how you feel, dear, I know how you feel. What I wouldn't like to see happen to that parrot!
2186 | 137 | 136 | You're really not making sense at all dear. Are you feeling quite well?
2187 | 139 | 138 | I really think it would help if you'd at least try to make sense, dear.
2188 | 141 | 140 | Sorry, dear.
2189 | 143 | 142 | Any questions, ask the BellBot, unless it's about upgrades in which case you ask me, and I can tell you right now what the answer will be.
2190 | 127 | 126 | No, obviously not. Oh, well, we won't be downhearted. Now, come again?
2191 | 129 | 128 | Are you persevering bravely under some linguistic challenge, dear? I do applaud your effort but I don't really understand it.
2192 | 131 | 130 | Hooo Hooo Hooo! Eee! Eee! Is that what you're trying to say, dear?
2193 | 133 | 132 | Do you speak any other languages? Blither? A little Fiddlesticks perhaps? How's your Twaddle?
2194 | 333 | 332 | We're all a little bit lost, aren't we dear? I could go on.
2195 | 123 | 122 | Oh, I'm sorry to hear that. Is there anything I can do to make things better?
2196 | 121 | 120 | Well that's the main thing isn't it? Good.
2197 | 423 | 422 | Not in my current condition, dear.
2198 | 425 | 424 | I'm a small folding desk lamp.
2199 | 531 | 530 | I'm sorry you feel like that, very sorry.
2200 | 427 | 426 | And don't leave any marks on our nice shiny floors!
2201 | 429 | 428 | And the same to you, I'm sure!
2202 | 519 | 518 | Oh dear, and I thought we were friends.
2203 | 521 | 520 | Oh, and just when we were getting on so well.
2204 | 523 | 522 | Now dear, are you sure that's the sort of thing you want to say?
2205 | 525 | 524 | I'm trying to help. Please try to be nice.
2206 | 527 | 526 | Oh dear, and manners cost so little.
2207 | 529 | 528 | It's the parents I blame.
2208 | 167 | 166 | That's alright, dear. We're all a little tense.
2209 | 155 | 154 | My pleasure. It's what I'm here for.
2210 | 325 | 324 | Well, I don't think everything's gone quite according to plan on this voyage. I could go on.
2211 | 85 | 84 | Hello dear!
2212 | 87 | 86 | Oh, there you are. Nice to see you again, dear.
2213 | 89 | 88 | Something I can help you with?
2214 | 91 | 90 | I wish I could upgrade you again, dear, but you're already first class!
2215 | 543 | 542 | Oh, dear, yes it is a little bit tiny isn't it? What would you like to do about it?
2216 | 407 | 406 | It's your PERSONAL ELECTRONIC THING. It will help you to do almost anything you need to do on the ship. I could go on.
2217 | 409 | 408 | BUT I MUSTN'T SIT HERE GOSSIPING!
2218 | 503 | 502 | It's best to ask the DoorBot or the BellBot that kind of thing, dear. They get around much more than I do.</deskbot>

<bellbot># BellBot

This character has 1990 sentences.

Index | Sentence ID | Wave ID | Sentence
--- | --- | --- | ---
0 | 2255 | 2254 | Make a pass at a frog - the frog will be happy to handle the application for you.
1 | 2301 | 2300 | Leave the funny stuff to me OK?
2 | 3171 | 3170 | Tell you what, ask the BarBot.
3 | 3169 | 3168 | Tell you what, ask the DeskBot.
4 | 3177 | 3176 | Tell you what, ask the DoorBot.
5 | 3173 | 3172 | Tell you what, ask the LiftBot.
6 | 3175 | 3174 | Tell you what, ask the Maitre d'Bot.
7 | 3159 | 3158 | Well the BarBot is just talking out of his exhaust vent isn't he? Course he's got some.
8 | 1839 | 1838 | Because of the Reason.
9 | 3139 | 3138 | I've been to more places than I've forgotten.
10 | 2277 | 2276 | It's the lottery on Blargh.
11 | 2263 | 2262 | How do I know? Some guy who's still waiting for a cab I guess.
12 | 2035 | 2034 | Good.
13 | 2053 | 2052 | I like that.
14 | 2055 | 2054 | Interesting.
15 | 2057 | 2056 | Intelligent response - for a mammal.
16 | 2059 | 2058 | Mmm. Perturbing.
17 | 2061 | 2060 | Astounding.
18 | 2063 | 2062 | Mmm. Deeply uninteresting.
19 | 2065 | 2064 | Well, I'll give you this - you have no fear of being boring.
20 | 2067 | 2066 | Wicked!
21 | 2069 | 2068 | Bad!
22 | 2071 | 2070 | Bodacious!
23 | 2037 | 2036 | OK.
24 | 2073 | 2072 | No problem.
25 | 2075 | 2074 | No problemmo.
26 | 2077 | 2076 | Hey, big one!
27 | 2079 | 2078 | Nice size!
28 | 2039 | 2038 | Yes indeedy.
29 | 2041 | 2040 | That's fine.
30 | 2043 | 2042 | That's OK.
31 | 2045 | 2044 | All right, all right.
32 | 2047 | 2046 | Neat.
33 | 2049 | 2048 | Whoa! Entertaining!
34 | 2051 | 2050 | Large.
35 | 2355 | 2354 | Byzantine Numismatics, Byzantine Numismatics, all I ever hear about is Byzantine Numismatics.
36 | 1855 | 1854 | Sorry, I can't tell you.
37 | 1857 | 1856 | Cos the mood's not right.
38 | 2245 | 2244 | The Corn Fritter Convention ratified Galactic Breadcrumb Law and stated that no chicken need ever be served naked again.
39 | 2289 | 2288 | Hey I'm your friend, don't talk to me that way.
40 | 3151 | 3150 | The crew of the Starship Titanic are beyond reproach.
41 | 2857 | 2856 | Krage.
42 | 2875 | 2874 | Yes.
43 | 3055 | 3054 | Typical.
44 | 3057 | 3056 | It's never too late.
45 | 3059 | 3058 | I'm not a taxi.
46 | 3061 | 3060 | Many times.
47 | 3063 | 3062 | Not much recently.
48 | 3065 | 3064 | Aah, just like the good old days.
49 | 3067 | 3066 | Not much.
50 | 2877 | 2876 | No.
51 | 2879 | 2878 | Well, maybe.
52 | 2881 | 2880 | Why?
53 | 2883 | 2882 | What for.
54 | 2885 | 2884 | Yeah, I do too.
55 | 2887 | 2886 | Do you?
56 | 2889 | 2888 | That's good.
57 | 2891 | 2890 | Never heard of him.
58 | 2893 | 2892 | Never heard of her.
59 | 2859 | 2858 | I do.
60 | 2895 | 2894 | Never heard of them.
61 | 2897 | 2896 | What's one of those?
62 | 2899 | 2898 | You're kinda chatty.
63 | 2901 | 2900 | That's right.
64 | 2903 | 2902 | Me too.
65 | 2905 | 2904 | All the time.
66 | 2907 | 2906 | Whatever you say.
67 | 2909 | 2908 | I'm not sure.
68 | 2911 | 2910 | Do what?
69 | 2913 | 2912 | Not today, thanks.
70 | 2861 | 2860 | I would.
71 | 2915 | 2914 | Holy Kaboli.
72 | 2917 | 2916 | I've no idea.
73 | 2919 | 2918 | It is.
74 | 2921 | 2920 | They do.
75 | 2923 | 2922 | They are.
76 | 2925 | 2924 | Could be.
77 | 2927 | 2926 | Certainly is.
78 | 2929 | 2928 | What's the point in that?
79 | 2931 | 2930 | Oh, I get it.
80 | 2933 | 2932 | Oh, I don't know.
81 | 2863 | 2862 | I wouldn't.
82 | 2935 | 2934 | Oh I love it.
83 | 2937 | 2936 | I'm not sure about that.
84 | 2939 | 2938 | I never was much of a fan.
85 | 2941 | 2940 | They have.
86 | 2943 | 2942 | A little.
87 | 2945 | 2944 | I know.
88 | 2947 | 2946 | I should think not.
89 | 2949 | 2948 | Many times.
90 | 2951 | 2950 | Never again.
91 | 2953 | 2952 | I might.
92 | 2865 | 2864 | Oh yeah?
93 | 2955 | 2954 | It might.
94 | 2957 | 2956 | No can do.
95 | 2959 | 2958 | Well, I'm not.
96 | 2961 | 2960 | That's good.
97 | 2963 | 2962 | Just a hunch.
98 | 2965 | 2964 | I'm not.
99 | 2967 | 2966 | I am.
100 | 2969 | 2968 | You're not.
101 | 2971 | 2970 | You are.
102 | 2973 | 2972 | You will.
103 | 2867 | 2866 | Would you?
104 | 2975 | 2974 | Oh.
105 | 2977 | 2976 | Oh dear.
106 | 2979 | 2978 | Me too.
107 | 2981 | 2980 | Please?
108 | 2983 | 2982 | Yeah, you're right.
109 | 2985 | 2984 | Isn't she?
110 | 2987 | 2986 | Isn't he?
111 | 2989 | 2988 | Aren't they?
112 | 2991 | 2990 | Won't they?
113 | 2993 | 2992 | Won't she?
114 | 2869 | 2868 | Do you?
115 | 2995 | 2994 | Won't he?
116 | 2997 | 2996 | Does he?
117 | 2999 | 2998 | Does she?
118 | 3001 | 3000 | Do they?
119 | 3003 | 3002 | Go on.
120 | 3005 | 3004 | Is that so?
121 | 3007 | 3006 | Is that right?
122 | 3009 | 3008 | My goodness.
123 | 3011 | 3010 | Oh oh.
124 | 3013 | 3012 | I see.
125 | 2871 | 2870 | Will you?
126 | 3015 | 3014 | No problem.
127 | 3017 | 3016 | That's right.
128 | 3019 | 3018 | Of course.
129 | 3021 | 3020 | Could be.
130 | 3023 | 3022 | Who?
131 | 3025 | 3024 | What?
132 | 3027 | 3026 | Where?
133 | 3029 | 3028 | Why?
134 | 3031 | 3030 | When?
135 | 3033 | 3032 | Is he?
136 | 2873 | 2872 | Are you sure?
137 | 3035 | 3034 | Is she?
138 | 3037 | 3036 | Are they?
139 | 3039 | 3038 | Will he?
140 | 3041 | 3040 | Will she?
141 | 3043 | 3042 | Will they?
142 | 3045 | 3044 | Did he?
143 | 3047 | 3046 | Did she?
144 | 3049 | 3048 | Did they?
145 | 3051 | 3050 | Just like you.
146 | 3053 | 3052 | Just like me.
147 | 3103 | 3102 | Just change her settings.
148 | 2269 | 2268 | Dexter was the inventor of Gravity, which as we all know has now been installed on most planets in the universe.
149 | 1835 | 1834 | Didn't you hear?
150 | 1837 | 1836 | Well, sorry, I can't tell you.
151 | 3145 | 3144 | No, hey wild craziness.
152 | 3107 | 3106 | Well tough.
153 | 3083 | 3082 | Well if you don't - neither do I.
154 | 2291 | 2290 | She was a blonde-haired blue-lipped sweety pie - till she got hooked on yodeling and started using gas. She had talent and looks - and she threw it all away.
155 | 2293 | 2292 | Only woman I ever saw could suck the pips out of a pomegranate without cutting it open.
156 | 2295 | 2294 | Don't mention her to Fentible - his temperature goes up and he starts leaking brake fluid.
157 | 2343 | 2342 | Look dude. I'm a lifting-carrying-taking-doing kind of Bot. It's a waste of time talking ideas to me.
158 | 2345 | 2344 | Whatever you say. It's not my job to argue.
159 | 2347 | 2346 | Yea, well, like I said - it's a waste of time talking ideas to me.
160 | 2349 | 2348 | I'm not really very bright, am I?
161 | 2351 | 2350 | Well thanks a lot. I'm not going to help you get an upgrade.
162 | 2353 | 2352 | You know something? I'm beginning to like you.
163 | 3129 | 3128 | I never buy, I just borrow.
164 | 3131 | 3130 | I'll drink anything that doesn't take prisoners.
165 | 3133 | 3132 | I don't drink.
166 | 3115 | 3114 | No but I once stole one.
167 | 3113 | 3112 | That is a dumb question - I'm modeled on a lampshade.
168 | 3127 | 3126 | Who wants to read when there's real life to look at?
169 | 3155 | 3154 | Ridden in it? I invented it.
170 | 3141 | 3140 | Nope. I'm a clean living bot.
171 | 3143 | 3142 | Like I said. I'm a clean living bot.
172 | 3111 | 3110 | Don't believe in 'em.
173 | 3071 | 3070 | If it moves I fancy it. I draw the line at two legs though.
174 | 3073 | 3072 | If it moves I dig it. I draw the line at two legs though.
175 | 3149 | 3148 | Don't watch films - too busy living.
176 | 2297 | 2296 | Wow! Craziest thing! The fish data's all gone!
177 | 2299 | 2298 | Couldn't tell you, the TLA server's down.
178 | 1985 | 1984 | You want fries with that?
179 | 2275 | 2274 | For fun, what do you think?
180 | 1901 | 1900 | I'll come back when you're not such a wise-ass.
181 | 1903 | 1902 | We're not at home to mister rude.
182 | 1905 | 1904 | Just because I'm a bot there's no reason to treat me like one.
183 | 1907 | 1906 | I suppose you think I don't have feelings? Ha well I don't! Aren't I the luckiest thing in all creation.
184 | 2283 | 2282 | You never seen it? It's a bit like Through the Blackhole but with real trash planets.
185 | 2261 | 2260 | Crappiest cab company this side of Lurcher Minor.
186 | 2439 | 2438 | I don't know why you want to bring that up now man.
187 | 2441 | 2440 | Hey I just don't see the point of that right now.
188 | 2443 | 2442 | You know something? I'm getting really bored by some of the stuff you're coming out with.
189 | 2445 | 2444 | Very interesting and also completely useless right now.
190 | 2447 | 2446 | Yeah so what if you're right - there's other stuff going on you should be getting involved with.
191 | 2449 | 2448 | You are really wasting time dude - you better get your act together.
192 | 2451 | 2450 | You know there's other stuff you should be getting your head round right now.
193 | 2453 | 2452 | Call me a rude BellBot if you will - but you ought to open your mind a little you know.
194 | 2455 | 2454 | I'm sure that's really interesting to you - but right now I think you ought to be getting on with other things - OK?
195 | 1965 | 1964 | Are you CRAZY? I'm not allowed to take TIPS! WHAT DO YOU TAKE ME FOR?!
196 | 1967 | 1966 | They offered me a tip they offered me a tip they offered me a tip I'M IN A LOOP I'M IN A LOOP I'M IN A LOOP!
197 | 1969 | 1968 | Hey - I'll let you know when it's safe. Till then - don't mention tips.
198 | 1981 | 1980 | Have a nice day.
199 | 1983 | 1982 | Missing you already.
200 | 2265 | 2264 | It's a savory lo-cal spread - delicious on warm bagels. Are you nuts? You never seen bird crap before?
201 | 2271 | 2270 | Next to Gzyklon Major, where do you think?
202 | 2273 | 2272 | Listen buddy - I'm a BellBot not a boy scout. Get your own map and compass if you're that keen.
203 | 2319 | 2318 | Hey, you're first class aren't you? So what's with the negative attitude.
204 | 2321 | 2320 | Whinge whinge whinge - you guys in first class are all the same.
205 | 2323 | 2322 | Guess what my motto is. Never feel sorry for the guys in first class.
206 | 2311 | 2310 | Yeah well, look on the bright side. There's plenty of things you do like.
207 | 2313 | 2312 | Know something? If you were First Class, things like that wouldn't bother you.
208 | 2315 | 2314 | Yeah, it's too bad.
209 | 2317 | 2316 | I'm real sorry to hear that.
210 | 2303 | 2302 | What do I care? You're here on a freebie - you put up with it.
211 | 2305 | 2304 | You're SGT Class buddy - it's all part of the package.
212 | 2307 | 2306 | I'll let you in on a secret. I'm programmed to ignore complaints from 3rd Class passengers.
213 | 2309 | 2308 | Know something? If I were you I'd feel the same way.
214 | 3095 | 3094 | No, they get in the way of a bot's night life.
215 | 3097 | 3096 | I do have a pet hate - mahogany.
216 | 3099 | 3098 | Takes itself too seriously.
217 | 3085 | 3084 | No I don't believe I have.
218 | 3069 | 3068 | No, but then what do I know ?
219 | 1909 | 1908 | Your BellBot at your service.
220 | 1949 | 1948 | Well howdy doody.
221 | 1951 | 1950 | The pleasure's all yours. Ha.
222 | 1953 | 1952 | Well it would be - I'm kinda special.
223 | 1955 | 1954 | If it's OK with you I'll wait till I know you better before answering that.
224 | 1957 | 1956 | See how you feel at the end of the trip.
225 | 1911 | 1910 | Hi, Krage here. Best looking BellBot in the business.
226 | 1913 | 1912 | Hi. The name's Krage. Spelt K-O-O-L.
227 | 1915 | 1914 | Hey little guy, want to see something funny?
228 | 1917 | 1916 | Look. No batteries. Cool huh?
229 | 1931 | 1930 | Hi how's it hanging?
230 | 1933 | 1932 | Cool.
231 | 1935 | 1934 | Each to his own.
232 | 1937 | 1936 | Hey, aren't you the moody one?
233 | 1939 | 1938 | Yo! Surf's Up!
234 | 1941 | 1940 | You are soooooo literal.
235 | 1943 | 1942 | Greetings biped!
236 | 1945 | 1944 | Nice to meet you.
237 | 1947 | 1946 | Good to meet you too.
238 | 1625 | 1624 | Fentible's a real comedian. He says there's a body up in the First Class Restaurant.
239 | 1643 | 1642 | Hey I've seen starlings up on the Promenade Deck. Maybe we could squish them in the big fan they got up there?
240 | 1645 | 1644 | Any crap on this ship, you'll find it in the Super Galactic Traveler food system. Maybe that's where you'll find the starling pur$e?
241 | 1647 | 1646 | You want an upgrade, you suck up to Marsinta. Make sure she's on a good setting though or she'll have your borms for earplugs.
242 | 1649 | 1648 | You don't like me the way I am, you go down the Sculpture Chamber and change my settings. See if I care.
243 | 1651 | 1650 | You know anything about music?
244 | 1655 | 1654 | Well head for the Music Room and do some learning.
245 | 1653 | 1652 | Well head for the Music Room. You'll die for Boppy Headcase and the Laid-back Loafers.
246 | 1657 | 1656 | If you don't like the Super Galactic Traveler room, and I don't blame you, you want to get the in-flight magazine - it always has plenty of ideas on getting upgraded.
247 | 1659 | 1658 | You want to help? You work out why the cyberintelligence has gone crazy.
248 | 1661 | 1660 | Look, why don't you head up to Titania's Chamber? That's where all the controls are.
249 | 1663 | 1662 | You ought to check out the TV Channels. Last time I looked there was something very weird going on in one of the first class staterooms.
250 | 1665 | 1664 | What do you do when you find a body? Search it for clues, that's what you do.
251 | 1627 | 1626 | Fentible was telling me there's a body down in the Bilge Room.
252 | 1667 | 1666 | I don't want to rush you or anything but if I were you I'd defuse the bomb before it goes off.
253 | 1669 | 1668 | You got to be pretty clever to defuse a bomb like that.
254 | 1671 | 1670 | Can you defuse the bomb?
255 | 1673 | 1672 | Oh yeah, like we did weaponry at BellBot school. Are you crazy?
256 | 1629 | 1628 | You ought to check out the Arboretum - I hear you can change the weather up there.
257 | 1631 | 1630 | You know where you get lemons? Lemon trees. And you know where you get lemon trees? The Arboretum.
258 | 1633 | 1632 | I think they've got lemons up in the Arboretum.
259 | 1635 | 1634 | If you're stuck for something to do you could always head up to the bar and see if you can help Fortillian with his Titanic Titillator.
260 | 1637 | 1636 | I bet this would be crushed to a pulp if I threw it from the Top of the Well.
261 | 1639 | 1638 | I've got a strange urge to throw a TV down the Well. I bet it'd make a radical sound!
262 | 1641 | 1640 | Yeah!!!!!!. You bet!!!!!! Smash the ship, smash the ship, smash the ship!!! BellBots are BAD!!!!!!!!!
263 | 3137 | 3136 | No. Work and play.
264 | 2083 | 2082 | To the left.
265 | 1971 | 1970 | How are you?
266 | 1973 | 1972 | I'm terrific.
267 | 1975 | 1974 | I'm as happy as a worb.
268 | 1977 | 1976 | I'm pretty cool - how are you?
269 | 1979 | 1978 | Yeah well, just keep your feelings to yourself and we'll get along fine.
270 | 1987 | 1986 | I'm OK - what's it to you?
271 | 1989 | 1988 | Boy am I hung-over. Some guy left a grease-gun out last night and I just had to finish it.
272 | 1959 | 1958 | Fine, how are your things?
273 | 1961 | 1960 | Nice words butter no turnips. Only thing I trust is a good tip.
274 | 1963 | 1962 | Know what I like? TIPS! Do you give good tips?
275 | 1825 | 1824 | Good. That means I don't have to bother.
276 | 1829 | 1828 | If you really loved me - YOU'D STOP ASKING ALL THESE QUESTIONS!!
277 | 2151 | 2150 | kiss my
278 | 3125 | 3124 | Nope.
279 | 2081 | 2080 | A word in your ear - don't hang around in Elevators. That guy is seriously weird.
280 | 2085 | 2084 | Been talking to the LiftBot? I guess somebody has to.
281 | 2087 | 2086 | Something you should know: Nobby's got a big imagination and a lousy memory.
282 | 2089 | 2088 | Nobby's been giving you some of that big hero stuff eh? Yep, he's had wounds in places most butchers don't know exist.
283 | 3117 | 3116 | What's a lightbulb?
284 | 3119 | 3118 | Good. I hope that slight delay ruined the gag.
285 | 3147 | 3146 | Never seen any.
286 | 3093 | 3092 | Nope but what do I know.
287 | 1795 | 1794 | Maybe.
288 | 1821 | 1820 | Who cares?
289 | 1827 | 1826 | Know what I think? I think we should love each other more.
290 | 1797 | 1796 | Maybe, maybe not.
291 | 1799 | 1798 | I wouldn't say no - but then again I wouldn't say yes.
292 | 1801 | 1800 | Possibly. And also possibly not.
293 | 1803 | 1802 | Could be.
294 | 1805 | 1804 | Perhaps. Then again, perhaps not.
295 | 1815 | 1814 | Yes and no, no and yes, kind of iffy in-betweeny.
296 | 1817 | 1816 | Why does it always have to be yes or no, for or against, positive or negative, up on something, down on something - why can't we be all middly and wishy washy and sort of squidgy and just relax and flop about. Put it another way - I don't know.
297 | 1819 | 1818 | To be honest, I don't really care.
298 | 1889 | 1888 | Don't you know?
299 | 1891 | 1890 | Sorry, can't tell you.
300 | 1895 | 1894 | Hey you're lucky - I wish I could forget it.
301 | 1897 | 1896 | Sorry, can't tell you.
302 | 1893 | 1892 | Well you don't need me to tell you do you?
303 | 3121 | 3120 | I'm too hot for any membership list.
304 | 2285 | 2284 | I dunno. Some kind of propulsion type thing. What am I - a rocket scientist all of a sudden?
305 | 2281 | 2280 | Only the hottest property around. I went on vacation once with her brother's dentist's neighbor.
306 | 1841 | 1840 | Never.
307 | 1843 | 1842 | All the time.
308 | 1845 | 1844 | Sometimes.
309 | 1847 | 1846 | Often.
310 | 1849 | 1848 | Occasionally.
311 | 1851 | 1850 | Hardly ever.
312 | 1853 | 1852 | When the mood's right.
313 | 1859 | 1858 | That'll be the day.
314 | 1861 | 1860 | From time to time.
315 | 2259 | 2258 | Nib? The biggest, most astounding, dangerous, skilful, horrific game in the galaxy. Ask the BarBot - he's the fan around here.
316 | 1747 | 1746 | No.
317 | 1765 | 1764 | No way.
318 | 1767 | 1766 | You gotta be kidding.
319 | 1769 | 1768 | Never.
320 | 1771 | 1770 | No chance.
321 | 1773 | 1772 | Not a hope.
322 | 1775 | 1774 | Nope.
323 | 1777 | 1776 | Out of the question.
324 | 1779 | 1778 | You are way off beam.
325 | 1781 | 1780 | Wrong.
326 | 1783 | 1782 | Bong! And the punter with the greasy skin asks another dumbass question and is kicked off the team!
327 | 1749 | 1748 | No no no no no no no!!!!
328 | 1785 | 1784 | Ding! And the little guy with the foot odor problem lets down the team with a staggeringly stupid question!
329 | 1787 | 1786 | That is a dumb dumb dumb dumb dumb question. No.
330 | 1789 | 1788 | Dumb dumb dumb dumb.
331 | 1791 | 1790 | Mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm. No.
332 | 1793 | 1792 | The answer's no. Funny, you were quite a bright being before you got upgraded.
333 | 1751 | 1750 | No.
334 | 1753 | 1752 | No.
335 | 1755 | 1754 | No.
336 | 1757 | 1756 | No.
337 | 1759 | 1758 | No.
338 | 1761 | 1760 | No.
339 | 1763 | 1762 | Nah.
340 | 2257 | 2256 | Whatever it is I don't want to know. When I go, I want it to be a surprise.
341 | 1863 | 1862 | I'm sure you're right.
342 | 1865 | 1864 | Damn, I'm good.
343 | 1867 | 1866 | That might be a good thing to do and then again it might not.
344 | 1869 | 1868 | Absolutely.
345 | 1871 | 1870 | Without a doubt.
346 | 1873 | 1872 | Do worbs lick their trails?
347 | 1875 | 1874 | Kinda pet. Leaves slime everywhere.
348 | 1877 | 1876 | Little furry pet. Leaves slime everywhere. Lives forever.
349 | 1879 | 1878 | Does the Gat wear a hat?
350 | 1883 | 1882 | Do you know nothing? Blerontis is where the Starship Titanic was built.
351 | 1881 | 1880 | Nothing important. Just the guy who runs the whole of Blerontis.
352 | 1885 | 1884 | Well you've got me there. Afraid I just don't know.
353 | 1887 | 1886 | Look, I'm just a Bot. I get things, I take things. I don't know the meaning of life or anything. Well obviously I know the meaning of life - who doesn't? What I'm trying to say is sometimes I just can't help you.
354 | 3101 | 3100 | Only the parrot.
355 | 2409 | 2408 | My personal suite. Ha. Just kidding, it's a.
356 | 2373 | 2372 | Arboretum.
357 | 2375 | 2374 | Bar.
358 | 2377 | 2376 | Bilge Room.
359 | 2381 | 2380 | Creators Chamber.
360 | 2383 | 2382 | Embarkation Lobby.
361 | 2385 | 2384 | Grand Canal First Class.
362 | 2367 | 2366 | First Class Lobby.
363 | 2369 | 2368 | First Class Restaurant.
364 | 2403 | 2402 | First Class Stateroom.
365 | 2389 | 2388 | Music Room.
366 | 2393 | 2392 | Promenade Deck.
367 | 2417 | 2416 | Parrot Lobby.
368 | 2391 | 2390 | Parrot Room.
369 | 2395 | 2394 | Sculpture Chamber.
370 | 2387 | 2386 | Grand Canal Second Class.
371 | 2371 | 2370 | Second Class Lobby.
372 | 2405 | 2404 | Second Class Stateroom.
373 | 2407 | 2406 | Super Galactic Traveler Class Bedroom.
374 | 2397 | 2396 | Super Galactic Traveler Class Lobby.
375 | 2399 | 2398 | Super Galactic Traveler Class Lounge.
376 | 2401 | 2400 | Super Galactic Traveler Class Restaurant.
377 | 2365 | 2364 | Take a look in the
378 | 2427 | 2426 | Take a look in the Arboretum.
379 | 2429 | 2428 | Take a look in the Embarkation Lobby.
380 | 2421 | 2420 | That is the Arboretum.
381 | 2425 | 2424 | That is the Embarkation Lobby.
382 | 2363 | 2362 | That is a
383 | 2359 | 2358 | That is the
384 | 2419 | 2418 | This is the Arboretum.
385 | 2423 | 2422 | This is the Embarkation Lobby.
386 | 2361 | 2360 | This is a
387 | 2357 | 2356 | This is the
388 | 2411 | 2410 | This is Titania's room.
389 | 2413 | 2412 | That leads to Titania's Room.
390 | 2415 | 2414 | Try Titania's Room.
391 | 2379 | 2378 | Well.
392 | 1923 | 1922 | At the risk of repeating myself...
393 | 1925 | 1924 | I'll say it once and I'll say it again...
394 | 1927 | 1926 | If I've said it once I've said it a hundred times...
395 | 1929 | 1928 | Didn't you just say that, didn't you just say that, didn't you just say that, didn't you just say that? See what it's like having to hear the same thing over and over and over and over and over...
396 | 1807 | 1806 | Good question. Best one so far. Shame I don't know the answer.
397 | 1809 | 1808 | Good question. Not as good as the last one, but still very good.
398 | 1811 | 1810 | Now that's what I call a real question. I can't answer it but it's a real question all right.
399 | 1813 | 1812 | Good question. Very good question. Brilliant question. Astounding question. What was it again?
400 | 1831 | 1830 | If you really cared for me you wouldn't need to ask me that.
401 | 1833 | 1832 | How can you ask me that knowing what happened to me on Filigon Four?
402 | 2819 | 2818 | Al q'Hamra.
403 | 2821 | 2820 | Vortigan.
404 | 2823 | 2822 | Genneth.
405 | 2825 | 2824 | Bristil.
